dataset_name,group,gen_base_type,gen_imbalance_ratio,gen_n_classes,gen_n_features,gen_n_samples_test,gen_n_samples_train,gen_noise,gen_noise_scale,gen_noise_type,gen_outlier_frac,gen_overlap,gen_spatial_distortion,gen_subsampled_to,CV,HDB,HDB_mean_f1,HDB_std_f1,IR,attr_ent.mean,attr_ent.sd,c2,can_cor.mean,can_cor.sd,class_ent,cor.mean,cor.sd,cov.mean,cov.sd,eigenvalues.mean,eigenvalues.sd,eq_num_attr,f1.mean,f1.sd,f2.mean,f2.sd,f3.mean,f3.sd,f4.mean,f4.sd,joint_ent.mean,joint_ent.sd,lh_trace,lsc,mut_inf.mean,mut_inf.sd,n1,n2.mean,n2.sd,n3.mean,n3.sd,nr_attr,nr_class,nr_inst,pIR_cv,p_trace,roy_root,sd_ratio,t1,w_lambda
pmlb_allhypo,real_pmlb,real_pmlb,36.6421,3,29,754,3016,0.0,0.0,,0.0,0.0,False,1998,1.252149454627731,0.40276640162063443,0.43974240416895166,0.17711346576713533,36.64473684210526,0.9499834412908991,1.3233839452254945,0.8772926002429011,0.34392731461941434,0.1876893658106515,0.4577217002929548,,,0.07684289091099587,0.1466138322821619,0.8976278203885308,0.9454615358195736,34.895389346329715,,,,,0.509427075234504,0.3793832756743292,0.34927158227316096,0.18780528273007804,1.3945881737303027,1.3027146128716296,0.340670882311134,0.9790406021637252,0.013116967853551053,0.02655320077564366,0.13213213213213212,0.2819957792263321,0.14973930720317158,0.07957957957957958,0.2707089737080996,29.0,3.0,1998.0,0.7489090935546509,0.2717992935210478,0.293977864277858,,0.18468468468468469,0.7383356282761803
pmlb_allrep,real_pmlb,real_pmlb,107.2941,4,29,755,3017,0.0,0.0,,0.0,0.0,False,1997,1.6562867120242533,0.5354125215249226,6.201708414307986,3.320472339866968,108.07407407407408,0.9468250029586498,1.324831758383759,0.956611783549236,0.302461594594321,0.18818878721557653,0.25116140396209546,,,0.07681785592514773,0.14154381734908006,0.9582531265763324,0.9128938183915414,20.403334845308812,,,,,0.2270312983256749,0.27735452631615143,0.013083838555536667,0.022741527695248752,1.1856765857142457,1.3120687581142443,0.4355664115589836,0.8564887892680282,0.012309821206499639,0.024376548517425586,0.04957436154231347,0.17961865043213257,0.12600675484648424,0.033049574361542315,0.17881082368638623,29.0,4.0,1997.0,1.0018502041903987,0.3452790878809572,0.3327537206666818,,0.07661492238357537,0.6795266281825527
pmlb_analcatdata_authorship,real_pmlb,real_pmlb,5.7636,4,70,169,672,0.0,0.0,,0.0,0.0,False,672,0.5003364797518981,0.2332553051678223,4.859190263551706,1.133431907793264,5.75,2.7733126706085973,0.33445671483418826,0.09735288099156658,0.9386471991852078,0.025332128321720576,1.7873756212282004,0.147925249493768,0.11502280214458104,0.14814570441104624,0.11519422211797084,1.001490312965722,1.5699667094864822,6.823592497890224,0.7508295467013536,0.13671724388902642,4.424056122865568e-14,6.825925262881749e-14,0.2704786233001885,0.16177808806523417,0.0,0.0,4.29874773460381,0.33659183507190343,25.104116093766855,0.9184869260204082,0.2619405572329878,0.16338862743305269,0.022321428571428572,0.43525481060722493,0.026418688791183947,0.008928571428571428,0.09413840661358422,70.0,4.0,672.0,0.5781972104110091,2.644459127065321,12.034429602950405,,0.9672619047619048,0.0014194797662517137
pmlb_analcatdata_lawsuit,real_pmlb,real_pmlb,12.8947,2,4,53,211,0.0,0.0,,0.0,0.0,False,211,0.8578199052132701,0.0,3.748438471855359,0.0,13.066666666666666,1.9308984955393202,0.6512258959222718,0.84783002510287,0.5325846644302236,,0.3699783906943482,0.32251271559447287,0.1845121533336115,0.32404849043063716,0.1853907826352002,1.0047619047619052,0.7311603820105449,4.510435172450959,0.885192234795897,0.09215872045717188,0.08383938386620562,,0.27488151658767773,,0.08056872037914692,,2.2188496811971965,0.6250430643228906,0.3959586921885874,0.6909099076840143,0.08202720503647165,0.05316020604984595,0.061611374407582936,0.1570971798567707,0.15396000503946997,0.04265402843601896,0.20255644415082866,4.0,2.0,211.0,0.0,0.28364642478625385,0.3959586921885874,1.0769699776640655,0.06635071090047394,0.7163535752137462
pmlb_ann_thyroid,real_pmlb,real_pmlb,40.1566,3,21,1440,5760,0.0,0.0,,0.0,0.0,False,1999,1.2574220480358111,0.5589041036285507,3.5484007039794396,1.9832157147725469,40.097744360902254,1.1814717705690927,1.5447185077420769,0.8808017690048517,0.4126979341600944,0.3657605268517436,0.4470085762543085,,,0.05056725582625436,0.08679136269147462,0.9445476009862075,0.515905878105275,14.32366948887798,,,,,0.03561745294872304,0.03870423125644367,0.0,0.0,1.5972726610693142,1.4975878786317576,0.8447577813888164,0.980038543533898,0.031207685754087035,0.06586322850171132,0.11855927963981991,0.28541782979276403,0.14474999597567767,0.07403701850925462,0.2618966408352653,21.0,3.0,1999.0,0.7708747094470799,0.47441993272288435,0.8204442771192432,,0.17558779389694848,0.5362776673845056
pmlb_balance_scale,real_pmlb,real_pmlb,5.8776,3,4,125,500,0.0,0.0,,0.0,0.0,False,500,0.5416493330559911,0.5781987954869026,0.2983683919643449,0.17251624484514824,5.923076923076923,2.320390317014861,0.0007600874409195179,0.16443227027173613,0.435518252698799,0.5517097685387563,1.3170894310222006,0.01671153590472441,0.017199220164003666,0.016745025956637686,0.01723368753908182,1.0020040080160322,0.04595196982868343,9.135470591576926,0.8230013093294993,0.018706050284689378,1.0,0.0,1.0,0.0,1.0,0.0,3.4933066134602195,0.014327310294250906,2.143506561750603,0.963456,0.14417313457684178,0.014877509032668669,0.284,0.3685833345453166,0.147120212230044,0.2,0.4004006010017532,4.0,3.0,500.0,0.5409862701952389,0.6837359655687179,2.1414410958966155,1.3242087283528414,0.304,0.3176691082335754
pmlb_biomed,real_pmlb,real_pmlb,1.7867,2,8,42,167,0.0,0.0,,0.0,0.0,False,167,0.281437125748503,0.0,0.7451103549137602,0.0,1.7833333333333334,2.197529272300385,0.333327643697853,0.14678716193767027,0.740617551505244,,0.942085111148101,0.17994381286591757,0.1561922438215872,0.1810278117386039,0.1571331609530426,1.0060240963855422,0.6727857520913315,5.313510248234651,0.8562077514965678,0.11710139221697674,0.0009587695647323407,,0.6586826347305389,,0.041916167664670656,,2.9623144316019463,0.2831488213239907,1.2149098577729982,0.9468249130481552,0.17729995184654013,0.10983255088211169,0.20359281437125748,0.35958058170675766,0.11401691642371724,0.08383233532934131,0.2779696969853077,8.0,2.0,167.0,0.0,0.5485143575976228,1.2149098577729982,1.3128669096552639,0.4251497005988024,0.4514856424023772
pmlb_breast_cancer,real_pmlb,real_pmlb,2.3647,2,9,58,228,0.0,0.0,,0.0,0.0,False,228,0.40350877192982454,0.0,0.27295662462454684,0.0,2.3529411764705883,1.3268972026605599,0.5668591259376616,0.2800423504499735,0.422187784329851,,0.8791357668533337,0.13510413361623383,0.1549535080464998,0.13569930601101898,0.15563612261939183,1.0044052863436121,0.6145538936308478,26.511468309915045,0.9629379524657131,0.03952642400435545,0.6400000000000001,,0.9956140350877193,,0.9912280701754386,,2.1728723857025267,0.5735294016541337,0.21690405102652782,0.9746075715604802,0.033160583811366835,0.033183435773464005,0.39473684210526316,0.4059043746664745,0.24388860900688614,0.31140350877192985,0.46408619356075836,9.0,2.0,228.0,0.0,0.17824252523734876,0.21690405102652782,1.0383326657662928,0.40350877192982454,0.8217574747626513
pmlb_calendarDOW,real_pmlb,real_pmlb,2.1818,5,32,80,319,0.0,0.0,,0.0,0.0,False,319,0.2386154512098441,0.3748614757149865,0.5027671394648283,0.18846803184078798,2.2,1.3556645378659056,0.49172986102230193,0.01648646699044498,0.5675061254087559,0.11977841300376293,2.275739008834458,0.2524776605273881,0.17571096719082152,0.25327161543470694,0.1762635174021133,1.0031446540880498,1.7449602859583033,22.906059471597555,0.9485620368869394,0.032954065687575224,0.00482377241397667,0.005341593719461756,0.8805622084029432,0.07651673967958336,0.18784885253334,0.1827459260312279,3.5320525862413517,0.45800247262796334,2.192802377474722,0.9815548196263795,0.09935096045901164,0.06256787942151693,0.6677115987460815,,,0.38557993730407525,0.4874967108794018,32.0,5.0,319.0,0.31130594577674653,1.3312934141709343,0.9088219449462753,,0.5078369905956113,0.18577817409754263
pmlb_car_evaluation,real_pmlb,real_pmlb,18.6154,4,6,346,1382,0.0,0.0,,0.0,0.0,False,1382,1.0825055912446406,0.45601975300357667,1.2594651317717707,0.57434097830718,18.615384615384617,1.7923517197998375,0.2272314704240131,0.5069562793245246,0.363092213253035,0.30959768347279165,1.2051031299123935,0.011980658875155313,0.009945742265243937,0.011989334225535553,0.009952944106131185,1.0007241129616173,0.03764580920575777,10.499868137492278,0.9017311981398094,0.08468233490373976,0.06481481481481483,0.10041067934611823,0.5452977782732956,0.1596038347955506,0.1364575938491385,0.167862420808914,2.882681681694122,0.30023323854022016,1.114919139821501,0.987119906341823,0.11477316801810929,0.10473708373875903,0.1548480463096961,0.36677106435888035,0.10385626660749782,0.08321273516642547,0.2763034876260852,6.0,4.0,1382.0,0.7955011554733665,0.5872093171984002,1.030526526335795,,0.3516642547033285,0.4537144424677266
pmlb_cars,real_pmlb,real_pmlb,3.6029,3,8,79,313,0.0,0.0,,0.0,0.0,False,313,0.6222572744352484,0.6321997462883829,1.3183321807754,0.8334492702100185,3.6296296296296298,2.4153147090031153,0.3817753080174606,0.29765675753568277,0.5123773677621714,0.3429378116197387,1.3257514675591269,0.5304473080074145,0.2791753586586569,0.5321474596356437,0.28007015147487074,1.0032051282051297,1.6942698848496853,4.336474683281771,0.7513519651981424,0.141763505681158,0.033328542095393716,0.0477495561661194,0.5398713878713879,0.16957880970263345,0.21808450208450206,0.09390938336906339,3.435345155597853,0.4382212328560225,1.403222987719619,0.913697189927426,0.30572102096438863,0.1900631616587793,0.29073482428115016,0.31679693885088345,0.15848822518613417,0.1597444089456869,0.3669555078211015,8.0,3.0,313.0,0.4022243982421409,0.6426674766283181,1.3246637298022028,1.3195304289010525,0.4217252396166134,0.398837375120454
pmlb_churn,real_pmlb,real_pmlb,6.0721,2,20,1000,4000,0.0,0.0,,0.0,0.0,False,2000,0.717,0.0,0.18499382325525232,0.0,6.067137809187279,2.9540608116510563,1.0751445109516438,0.6790736872138956,0.4262022765054063,,0.5881537361455434,0.0439744849024247,0.156612705171053,0.043397928758393954,0.1543068450007657,0.9895518173728224,0.7153681142621178,37.81849763313912,0.9879515792332407,0.020719896095733662,0.09592977047424851,,0.988,,0.928,,3.5266625356079886,1.0784977109086136,0.22196862102994058,0.991553,0.015552012188611204,0.019968611073451215,0.2345,0.4381139669282327,0.06007407727356588,0.15,0.3571607227718992,20.0,2.0,2000.0,0.0,0.18164838049839083,0.22196862102994058,1.016989144834916,0.696,0.8183516195016092
pmlb_clean1,real_pmlb,real_pmlb,1.2995,2,168,96,380,0.0,0.0,,0.0,0.0,False,380,0.13157894736842105,0.0,6.597798607451905,0.0,1.303030303030303,2.7542395092465854,0.24958100137951653,0.03403675970047659,0.998240247826178,,0.9874750082985964,0.25883714529119123,0.24126584656388816,0.2595200929040967,0.24190243191102243,1.002638522427441,4.598372902594037,20.349122754977028,0.9792288739783943,0.061052803217187646,0.0,,0.0,,0.0,,3.693187855232081,0.2600283472944576,283.3811378214789,0.9816689750692521,0.048526662313100336,0.07730496212986933,,,,,,168.0,2.0,380.0,0.0,0.9964835923800693,283.3811378214789,,,0.0035164076199306602
pmlb_clean2,real_pmlb,real_pmlb,5.4877,2,168,1320,5278,0.0,0.0,,0.0,0.0,False,1999,0.691549829480864,0.0,6.023468186191115,0.0,5.484029484029484,3.49383918062027,0.3114476226581405,0.647415586195925,0.9740471956084076,,0.619949744472836,0.2703936693947457,0.22700653628410516,0.27061890327786486,0.2271851322969582,1.0006551008247375,4.579818146839326,11.406599177246822,0.9823667463733263,0.04295332451371243,0.0,,0.0,,0.0,,4.059438830482131,0.31746049296799134,18.519027456673136,0.9866166199658108,0.054350094610975154,0.0452525445843553,,,,,,168.0,2.0,1999.0,0.0,0.9487679392726034,18.519027456673136,1.5935795077716741,,0.05123206072739661
pmlb_coil2000,real_pmlb,real_pmlb,15.7611,2,85,1965,7857,0.0,0.0,,0.0,0.0,False,1999,0.8806160112002036,0.0,0.20356383419426413,0.0,15.752665245202559,1.305426036009131,1.154162609444994,0.8739094523103872,0.3267702850445424,,0.3255754263915287,0.07213597088048554,0.1305451400360055,0.07093819993756031,0.13035939927916693,0.977526501452451,1.3884993118487903,87.1161927683264,0.9961716253593291,0.0046658165591309236,0.0,,0.9539769884942472,,0.8019009504752376,,1.6272642074076942,1.1515428472854443,0.1195435368998226,0.9875728259327262,0.0037372549929649934,0.004251686651041252,0.1470735367683842,0.2942150602660575,0.20185355662191748,0.10505252626313157,0.3066978126603805,85.0,2.0,1999.0,0.0,0.1067788191880915,0.1195435368998226,,0.2586293146573287,0.8932211808119085
pmlb_collins,real_pmlb,real_pmlb,4.7059,13,23,97,388,0.0,0.0,,0.0,0.0,False,388,0.5111546678687426,1.410109200969457,329.2156767371629,464.23005487045975,4.571428571428571,2.673393295758102,0.5837350801642162,0.024376026057794542,0.49012056223647416,0.28572111793992194,3.5333407626318603,,,0.21987500949513447,0.18449804265329797,0.9589933715312887,1.3912057130424917,5.244302126051255,,,,,0.0,0.0,0.0,0.0,5.532985544725987,0.8531101395220188,9172135.498470752,0.9881762142629398,0.6737485136639757,0.7379963967553084,0.3865979381443299,0.46254570979987786,0.05418859073274448,0.22164948453608246,0.41589275205779186,23.0,13.0,388.0,0.4520415555272335,3.7806201159291972,9172128.618667297,,0.9458762886597938,1.862254933790829e-09
pmlb_connect_4,real_pmlb,real_pmlb,6.8961,3,42,13512,54045,0.0,0.0,,0.0,0.0,False,1998,0.7136716776031751,0.20356336875187095,0.02155782751352625,0.0043883839916251735,6.896297732118628,0.6662320405826726,0.5598825614762083,0.3647837350250702,0.2082337058738824,0.06701261354270091,1.2174401128147587,0.08436205744542496,0.10072664327213103,0.08517439086893408,0.1029891453338776,1.0359222626414413,0.9180738975475559,193.4015323972504,0.9980046488968125,0.002372492159737359,,,0.99643126887198,0.0016583121846156228,0.9906679126681078,0.003777328818121006,1.8773772699095685,0.5537440054289349,0.0964683090405111,0.9990443396349302,0.0062948834878625145,0.008977469157388729,0.5620620620620621,0.47642279912759666,0.12418025783447614,0.4149149149149149,0.492830691925862,42.0,3.0,1998.0,0.4971069985312749,0.09121324289776452,0.06990887326470589,,0.6631631631631631,0.9104772768904045
pmlb_dermatology,real_pmlb,real_pmlb,5.6,6,34,74,292,0.0,0.0,,0.0,0.0,False,292,0.4518471918485108,0.5153104922292725,19.296182949537737,9.943525533872387,5.5625,1.1263491744344842,0.49327616390424806,0.04968871959468879,0.9156897287752208,0.12086895291789408,2.434537549231454,0.2255381526595153,0.21005139929703928,0.2263131978576577,0.21077322541146182,1.003436426116837,1.8025454504499552,5.610831977561406,0.4482194395909437,0.30702577537488873,,,0.06657883179622309,0.18317487882870084,0.0,0.0,3.126987159578553,0.5699397265550162,114.83713441333066,0.8840190467254645,0.43389956408738484,0.23019128543377382,0.07876712328767123,0.32157256690664454,0.0921064296510407,0.03767123287671233,0.19072673853343675,34.0,6.0,292.0,0.5360296554849457,4.250875612040061,73.08476681281434,,0.1952054794520548,2.578968740101219e-06
pmlb_dis,real_pmlb,real_pmlb,64.0345,2,29,755,3017,0.0,0.0,,0.0,0.0,False,1999,0.9695061319191249,0.0,0.2385633562080709,0.0,64.58695652173913,0.9481220576221668,1.325182562270664,0.9695347512455965,0.1374573304147234,,0.11240600817113355,,,0.07537504098403858,0.14634196632614463,0.890318205224206,0.9400788257336281,31.541943469821867,,,,,0.21960980490245122,,0.14207103551775888,,1.0569643662933415,1.3188985842251635,0.019258395784471923,0.9569757364925584,0.00356369949995882,0.008684881055254187,0.03701850925462731,0.22107825114800178,0.11735357093744588,0.021510755377688845,0.14511573772929112,29.0,2.0,1999.0,0.0,0.018894517684742446,0.019258395784471923,,0.08054027013506754,0.9811054823152575
pmlb_dna,real_pmlb,real_pmlb,2.1621,3,180,638,2548,0.0,0.0,,0.0,0.0,False,2548,0.3943483055274502,0.24124575281472582,2.310376096126558,0.5573684205951989,2.161764705882353,0.8055242544808325,0.06539642507400528,0.12429805021810736,0.8480722078419398,0.03010905023698024,1.4797016542904287,0.03226571900354191,0.041455484784182976,0.03227838713035928,0.04147176098551183,1.0003926187671814,0.7050567391765604,68.52065691762033,0.9745506542055996,0.05897897722558596,0.3333333333333333,0.5773502691896258,0.9016780513858436,0.0851497402576,0.8967800922021701,0.08971517698719476,2.2636309369648844,0.07502191079890085,5.25509606784192,0.9984269066882882,0.021594971806376807,0.05106417645331457,,,,,,180.0,3.0,2548.0,0.30783473140654366,1.4393594943339778,3.094856426697605,,,0.07727540757882598
pmlb_ecoli,real_pmlb,real_pmlb,7.15,5,7,66,261,0.0,0.0,,0.0,0.0,False,261,0.6578891044254798,0.4770286971447143,6.0170071734749,2.8702850926731314,7.125,1.855764291192724,1.2370812111756702,0.14252522011335944,0.6829467236160307,0.20465585413160012,2.028642744537557,,,0.16078983440489156,0.20029314782552501,0.8604395604395608,0.7696627315056723,4.560969841273745,,,,,0.3578755195706057,0.2707819231760019,0.13454049223384884,0.22680988850019876,3.439623839362769,0.9599806073958675,6.642553611117902,0.9626106486986392,0.4447831963675113,0.3570842895029408,0.2835249042145594,0.40230605388920043,0.1266737788024064,0.210727969348659,0.4086090932655832,7.0,5.0,261.0,0.5660222460552188,1.9913169650824887,3.783310407115235,,0.42528735632183906,0.03635039272435927
pmlb_haberman,real_pmlb,real_pmlb,2.7778,2,3,62,244,0.0,0.0,,0.0,0.0,False,244,0.4672131147540984,0.0,0.274187741182398,0.0,2.753846153846154,2.4108839851553276,0.27053522596037066,0.35835217559146315,0.3581139169982983,,0.8362417147057082,0.04510898529841625,0.011441002059471083,0.04529461898277188,0.01148808437247303,1.004115226337449,0.08011716227801374,14.341102716718131,0.9581221796146386,0.06764291817573911,0.7010159651669085,,0.9713114754098361,,0.9672131147540983,,3.1888148620388606,0.32529263849235407,0.1471120469766306,0.9829178984144047,0.05831083782217528,0.05529944829252783,0.4713114754098361,0.3718554974010421,0.23183860646404073,0.2786885245901639,0.4492755042460135,3.0,2.0,244.0,0.0,0.1282455775478641,0.1471120469766306,,0.45901639344262296,0.8717544224521359
pmlb_hypothyroid,real_pmlb,real_pmlb,19.947,2,25,633,2530,0.0,0.0,,0.0,0.0,False,2530,0.9043478260869565,0.0,0.366880441806048,0.0,19.90909090909091,1.059483780782498,1.4258660343797849,0.8997961815232312,0.42554503996853965,,0.2770895559110393,0.15547323401462315,0.23937811936591857,0.15553471018465606,0.23947277263573463,1.0003954132067971,1.42607062888985,22.42257116807991,0.9965832566325793,0.005599785307785883,0.0,,0.7940711462450593,,0.7256916996047431,,1.3242157192805315,1.4066139900898813,0.22113329579920674,0.9607239606930276,0.012357617413006389,0.02475842870030182,,,,,,25.0,2.0,2530.0,0.0,0.181088581041826,0.22113329579920674,,,0.818911418958174
pmlb_ionosphere,real_pmlb,real_pmlb,1.7857,2,34,71,280,0.0,0.0,,0.0,0.0,False,280,0.2785714285714286,0.0,0.5133020833213937,0.0,1.7722772277227723,2.3171527438793773,0.605880442367288,0.14402727143601157,0.7738789987413094,,0.9432745030584194,,,0.22346976417307696,0.18198296668782987,0.9740670461733082,1.6886497720805256,7.231746959495332,,,,,0.8214285714285714,,0.0,,3.1299920272956196,0.5860705520427215,1.4930736473882047,0.9066454081632653,0.130435219642177,0.08840508105252692,0.18214285714285713,0.3219177729092878,0.1479056481062848,0.09642857142857143,0.29570660512299024,34.0,2.0,280.0,0.0,0.5988887046928515,1.4930736473882047,,0.3392857142857143,0.4011112953071485
pmlb_irish,real_pmlb,real_pmlb,1.2523,2,5,100,400,0.0,0.0,,0.0,0.0,False,400,0.11,0.0,0.4856775856878913,0.0,1.247191011235955,1.9003676983801288,0.9292334492987777,0.023910680762770475,0.6220657998322499,,0.9912540071703688,0.09279982156820317,0.06122237893542919,0.0930324025746397,0.06137581848163316,1.0025062656641595,0.24541108281484744,4.932065240960714,0.9124170799920069,0.06914186274402712,0.2753333333333333,,0.555,,0.0,,2.6906401777843962,0.916433730287836,0.6312305198733161,0.94206875,0.2009815277661013,0.21447536922747068,0.0825,0.14800280608515393,0.13440750462830922,0.03,0.17080085576725623,5.0,2.0,400.0,0.0,0.38696585932093674,0.6312305198733161,1.2721896085158173,0.1325,0.6130341406790633
pmlb_magic,real_pmlb,real_pmlb,1.8439,2,10,3804,15216,0.0,0.0,,0.0,0.0,False,1999,0.29679284963196634,0.0,0.5539024869885909,0.0,1.8441121495327102,3.5849544466364534,3.030819049558013e-06,0.1617650914862051,0.5928436112957501,,0.9355558224142295,0.2685017002955003,0.2655961375033915,0.26437411581688813,0.2581835296882958,0.9894691761649745,1.1626676456064424,15.322778158799805,0.9548421120888155,0.07361664437847125,0.011103411794232267,,0.9574787393696849,,0.9244622311155578,,4.459453728734138,0.05909219680991591,0.5419333733277832,0.9923185704908483,0.061056540316544616,0.05909372581287744,0.3106553276638319,0.4208970416992882,0.09696036157171349,0.20110055027513757,0.4009233454460104,10.0,2.0,1999.0,0.0,0.3514635474541865,0.5419333733277832,,0.5662831415707854,0.6485364525458135
pmlb_mofn_3_7_10,real_pmlb,real_pmlb,3.5342,2,10,265,1059,0.0,0.0,,0.0,0.0,False,1059,0.5580736543909348,0.0,0.2757908692720591,0.0,3.5256410256410255,0.9996823239119035,0.0004148531024352897,0.47496603801294834,0.7349108689885108,,0.7619223325217146,0.013179304389365355,0.009754764147967495,0.013191761198807102,0.009763984151888064,1.0009451795841204,0.051695201508439904,19.16198671889901,0.9470250476838412,0.03662349931796387,1.0,,1.0,,1.0,,1.7218424781324377,0.027460855063260514,1.174357299452193,0.974904612739761,0.03976217830118047,0.02749606241078964,0.20679886685552407,0.24060434252719426,0.20487164816872525,0.1048158640226629,0.3064607387551927,10.0,2.0,1059.0,0.0,0.540093985357448,1.174357299452193,,0.24268177525967893,0.459906014642552
pmlb_monk2,real_pmlb,real_pmlb,1.9175,2,6,121,480,0.0,0.0,,0.0,0.0,False,480,0.3125,0.0,0.020617135322863283,0.0,1.9090909090909092,1.4589448422116085,0.390231179249199,0.1779359430604982,0.16828225999970062,,0.9283620723948678,0.01970069893601167,0.018921961848860677,0.019741827743811287,0.018961464900737218,1.0020876826722342,0.06596852751590293,210.17481888320887,0.9954986775855992,0.0033194444731195864,1.0,,1.0,,1.0,,2.3828898199358215,0.3894372960425766,0.029144252764862516,0.9881510416666667,0.004417094670654838,0.0024013646960385953,0.3729166666666667,0.23186695394111176,0.2240136485657837,0.14375,0.35120208125652447,6.0,2.0,480.0,0.0,0.028318919030606838,0.029144252764862516,,0.45416666666666666,0.9716810809693932
pmlb_new_thyroid,real_pmlb,real_pmlb,5.0,3,5,43,172,0.0,0.0,,0.0,0.0,False,172,0.7734087975960878,0.5132703095300563,6.000294880857543,3.079773210769363,5.0,2.3111954575311096,0.010718885839932966,0.4370001083775875,0.7671010939238274,0.1760813581827771,1.1851490029117324,0.4161863736983338,0.15616797335675373,0.41862021214101414,0.15708123635883997,1.005847953216374,0.9936044115929822,2.589115012756913,0.5145837660558671,0.13408787624210708,0.0003966792935118028,0.0003824334958388941,0.13213213213213212,0.11869461966349354,0.0,0.0,3.038601564869511,0.20346862775588942,4.580633257614348,0.7615603028664143,0.4577428955733315,0.21191069283088762,0.11046511627906977,0.2619724864476815,0.11259238386943989,0.05232558139534884,0.2233329375152536,5.0,3.0,172.0,0.47771949755927473,1.2078928212977567,3.8772720165813794,2.448007707129436,0.12790697674418605,0.12036944587144531
pmlb_nursery,real_pmlb,real_pmlb,13.1707,4,8,2592,10366,0.0,0.0,,0.0,0.0,False,1998,0.5199641184350487,1.1266713785909088,3.523244406237721,3.969538632288561,13.19083969465649,1.7072410052846767,0.3977406738099925,0.09350122345878698,0.448735675026736,0.396338105999753,1.7135356677693812,0.016760865802678073,0.011397977510345192,0.016699195827958552,0.011394774868185752,0.9964018179454249,0.05793706814956321,10.350082088865483,0.8847865258326525,0.26707304801453435,0.16666666666666666,0.408248290463863,0.32888578741191526,0.4144333221806024,0.23069679849340866,0.40700584839344706,3.2552189844234736,0.5177379122194772,3.596183429087517,0.9978815151487824,0.1655576886305845,0.32859991995869847,0.3733733733733734,0.39412296603233404,0.1265584654521354,0.2107107107107107,0.4079154175527216,8.0,4.0,1998.0,0.8504135861674694,0.9182589066600443,3.4314840559355315,20.050629756796475,0.535035035035035,0.19348647980916323
pmlb_page_blocks,real_pmlb,real_pmlb,175.4643,5,10,1095,4378,0.0,0.0,,0.0,0.0,False,1998,1.7466329791725113,0.58080356148889,2.547462934000275,1.4795755448282968,170.8695652173913,3.5163019603879513,0.16573602079903074,0.8603121729477431,0.5282248235075524,0.15135653183794884,0.6311890355422735,0.2987250173235078,0.2555313532789746,0.2847670518525008,0.23898280190635746,0.9624233831196527,1.1760658243943238,4.061391542889877,0.8271035264669946,0.10373395175711286,0.00035290010278935956,0.0010693152851141503,0.28187138939612644,0.32048850469353907,0.14038095383733717,0.31906356214410003,3.99207898286114,0.21432182590143023,1.9971796615891775,0.8957583709835962,0.15541201306908517,0.06581342031180842,0.07707707707707707,,,0.04454454454454455,0.206353192919591,10.0,5.0,1998.0,1.6040597838342672,1.1848122558683754,1.1325893956914814,,0.0940940940940941,0.2218466989468736
pmlb_penguins,real_pmlb,real_pmlb,2.1471,3,7,67,266,0.0,0.0,,0.0,0.0,False,266,0.294435552619568,0.21799557142177312,6.811975583349228,1.4849805098033813,2.1666666666666665,2.0501942090034246,0.6851471896506776,0.05986022619546283,0.9066987438753027,0.09312282170056746,1.5186926606909426,0.34710463271023545,0.2565990118140413,0.3484144615129155,0.2575673099718302,1.0037735849056602,1.136671128066591,2.7713067836518066,0.5216355976334068,0.3379896152021833,0.0,0.0,0.09652800765015263,0.10283295796338038,0.0,0.0,3.020880900218216,0.46765791081007807,19.879431280777162,0.9140284922833399,0.5480059694761512,0.3720580668865441,0.06390977443609022,0.20060302765605256,0.11248099333146182,0.015037593984962405,0.12193177220037892,7.0,3.0,266.0,0.2226652857197921,1.652877084211579,17.466108484163623,,0.14661654135338345,0.015865262279161536
pmlb_phoneme,real_pmlb,real_pmlb,2.4073,2,5,1081,4323,0.0,0.0,,0.0,0.0,False,1999,0.41290770298403884,0.0,0.2842371584670574,0.0,2.4066193853427897,3.559880557117522,0.055993199672511804,0.29107523244321876,0.5085780321778215,,0.873385611214609,0.12949659163382027,0.11759049268434878,0.12963376513127126,0.11764776306879354,1.0042289081019697,0.3829556357979506,5.969674379302972,0.9261258866492434,0.034976117164823704,0.23725334295720377,,0.87943971985993,,0.8574287143571786,,4.2869624412406395,0.09266348580088418,0.3488934757022827,0.9708265838772313,0.14630372709149117,0.05853353812480826,0.24012006003001501,0.2863261242305716,0.17802686239335205,0.12456228114057029,0.3303045520350788,5.0,2.0,1999.0,0.0,0.2586516148138652,0.3488934757022827,1.2288711199691087,0.34817408704352176,0.7413483851861348
pmlb_profb,real_pmlb,real_pmlb,2.0,2,9,135,537,0.0,0.0,,0.0,0.0,False,537,0.3333333333333333,0.0,0.18332187143292633,0.0,2.0,2.227305045298949,1.1571877949367118,0.19999999999999996,0.30307603187115345,,0.9182958340544894,0.05936819940097281,0.04986910927982487,0.05947896096701945,0.04996214866280965,1.0018656716417917,0.2316929299649368,67.50600267393197,0.9887575500940972,0.022484324578758496,0.5531736023539302,,0.9888268156424581,,0.9832402234636871,,3.1319977063365134,1.1495804616250709,0.10114584047389187,0.9955612427133291,0.013603173016924867,0.018476466250607934,0.6201117318435754,0.4869146621741212,0.07874740266180111,0.4692737430167598,0.49952032356681897,9.0,2.0,537.0,0.0,0.09185508109476442,0.10114584047389187,1.0163745390629697,0.8715083798882681,0.9081449189052355
